title,release_date,runtime,genre/s,description,image,trailer,actors,director,writers
Vengadores: Endgame,"
25 de abril de 2019
",PT03H01M00S,"Acción,Fantasía,Aventura","Después de los devastadores eventos ocurridos en Vengadores: Infinity War, el universo está en ruinas debido a las acciones de Thanos, el Titán Loco. Tras la derrota, las cosas no pintan bien para los Vengadores. Mientras Iron Man (Robert Downey Jr.) vaga en soledad junto a Nebula (Karen Gillan) en una nave lejos de la Tierra, el grupo encabezado por Capitán América (Chris Evans), Viuda Negra (Scarlett Johansson), Hulk (Mark Ruffalo) y Thor (Chris Hemsworth) deberá tratar de revertir los efectos de la catástrofe provocada por Thanos. Los Vengadores deberán reunirse una vez más para deshacer sus acciones y restaurar el orden en el universo de una vez por todas. Esta vez, contarán también con aliados como Ojo de Halcón (Jeremy Renner) y Capitana Marvel (Brie Larson), además de Ant-Man (Paul Rudd), que presumiblemente podría haber estado atrapado en el Reino Cuántico. Juntos, se prepararán para la batalla final, sin importar cuáles sean las consecuencias.Esta continuación de Vengadores: Infinity War (2018) está de nuevo dirigida por los hermanos Joe y Anthony Russo (Capitán América: Civil War, Capitán América: El Soldado de Invierno). Escribe el guión del filme el tándem formado por Christopher Markus y Stephen McFeely, autores de los libretos de Thor: El mundo oscuro (2013) y Capitán América: El Primer Vengador (2011), a partir de la serie de cómics de Marvel titulados La Guerra del Infinito, creada por Jim Starlin. El reparto del filme cuenta, entre otros, con Chris Evans (Un don excepcional), Scarlett Johansson (Ghost in the Shell: El alma de la máquina), Robert Downey Jr. (Spider-Man: Homecoming), Mark Ruffalo (Spotlight), Chris Hemsworth (Men in Black: International), Brie Larson (Kong: La Isla Calavera), Karen Gillan (Jumanji: Bienvenidos a la jungla), Jeremy Renner (La llegada), Paul Rudd (Mute), Evangeline Lilly (Pequeño Demonio), Bradley Cooper (Mula), Gwyneth Paltrow (Mortdecai) y Josh Brolin (Sicario: El día del soldado).",/movie_images/Vengadores: Endgame.jpg,https://www.sensacine.com/peliculas/pelicula-232669/trailer-19561520/,"Robert Downey Jr.,Chris Evans,Mark Ruffalo,Chris Hemsworth","Joe Russo,Anthony Russo","Christopher Markus,Stephen McFeely"
Harry Potter y el Prisionero de Azkaban,"
18 de junio de 2004
",PT02H20M00S,"Fantasía,Aventura","La tercera entrega de la saga Harry Potter nos cuenta el transcurso del tercer año del protagonista en el colegio Hogwarts. Al inicio de este, Potter descubre algunas novedades; por ejemplo, que Sirius Black, uno de los asesinos de Lord Voldemort, se ha escapado de Azkaban y que todos se hallan preocupados por si este llegara a acabar con el joven Harry. A pesar de que en el colegio se toman fuertes medidas de seguridad para evitar la tragedia y se colocan dementores (criaturas que ejercen de carceleros en la prisión de Azkaban) alrededor de todo el edificio, el mago terminará entablando una relación con el prófugo.",/movie_images/Harry Potter y el Prisionero de Azkaban.jpg,https://www.sensacine.com/peliculas/pelicula-46865/trailer-19364264/,"Daniel Radcliffe,Rupert Grint,Emma Watson,Gary Oldman",Alfonso Cuarón,"Steve Kloves,J.K. Rowling"
Harry Potter y las reliquias de la muerte: Parte 2,"
15 de julio de 2011
",PT02H10M00S,"Fantasía,Aventura","Al igual que en la primera parte de esta última entrega cinematográfica inspirada en los libros superventas de la autora J.K. Rowling, Harry Potter, Hermione y Ron continúan intentando dar con el paradero de los Horrocruxes, los pedazos de alma que Voldemort escondió en diversos objetos relacionados con su vida para conseguir su mayor deseo: la inmortalidad. Es su única oportunidad para que Harry, 'El Elegido', tenga alguna posibilidad de acabar con &quot;El que no debe ser nombrado&quot; y de librar al mundo de la magia y de los 'muggles' de un futuro oscuro y aterrador. El problema reside en que ninguno sabe dónde están.Después de que el fallecido Albus Dumbledore acabara con el anillo de Marvolo Gaunt y de que Harry y Ron eliminaran el diario de Tom Riddle y el relicario de Salazar Slytherin, respectivamente, sólo quedan cuatro Horrocruxes pero, ¿qué aspecto tienen? Nuestros protagonistas, de nuevo interpretados por Daniel Radcliffe, Rupert Grint y Emma Watson, intentarán desvelar el misterioso cuento sobre los tres hermanos que les relató Xenophilius Lovegood -los poseedores de la Varita de Saúco, la Piedra de Resurrección y la Capa de Invisibilidad-, se infiltrarán en Gringotts -el banco de los magos- recurriendo a la poción multijugos y protegerán Hogwarts de un ejército de Mortífagos que amenaza la paz de ambos universos. En esta segunda parte, también dirigida por David Yates, sabremos qué forma tienen el resto de los Horrocruxes (la copa de Helga Hufflepuff, la Diadema de Rowena Ravenclaw, Nagini y el propio Harry Potter) y, entre otras novedades, descubriremos por fin la verdadera lealtad de Severus Snape. Además, como en el libro, la saga concluye con un epílogo que nos transporta 19 años después de la Batalla contra Voldemort y sus secuaces, ambientada donde empezó todo: el andén 9¾ de la estación King's Cross de Londres. ¿Quién habrá sobrevivido y a quién echaremos de menos?",/movie_images/Harry Potter y las reliquias de la muerte: Parte 2.jpg,https://www.sensacine.com/peliculas/pelicula-134925/trailer-19216241/,"Daniel Radcliffe,Rupert Grint,Emma Watson,Ralph Fiennes",David Yates,"Steve Kloves,J.K. Rowling"
Toy Story (Juguetes),"
15 de marzo de 1996
",PT01H17M00S,"Animación,Comedia,Familia,Fantasía","Cuando el pequeño Andy se va de su habitación, sus juguetes cobran vida y forman toda una sociedad bajo el liderazgo de su muñeco favorito, Woody el vaquero. El chico también ignora que cada cumpleaños es un momento de angustia para sus juguetes, debido a que se sienten realmente aterrados al pensar que pueden ser suplantados por unos nuevos. Woody es el único juguete al que esto no le preocupa, pues cree asegurado su estatus de mejor amigo de Andy.Sin embargo, el mudno del vaquero se derrumba cuando uno de los regalos del último cumpleaños de Andy es un Buzz Lightyear, un sofisticado y moderno juguete espacial que está teniendo gran éxito en ese momento. Este intrépido aventurero del espacio, casi sin proponérselo, se granjea el cariño total de Andy, por lo que éste pasa a prácticamente sólo jugar con él y marginar a Woody. El vaquero, tremendamente resentido, fraguará un plan para deshacerse de Buzz Lightyear, pero ése solo será el principio de unas intensas aventuras en las que ambos juguetes, irónicamente, acabarán convirtiéndose en los mejores amigos del mundo.",/movie_images/Toy Story (Juguetes).jpg,https://www.sensacine.com/peliculas/pelicula-14264/trailer-19534976/,,John Lasseter,"John Lasseter,Andrew Stanton,Pete Docter,Joe Ranft,Joss Whedon,Joel Cohen,Alec Sokolow"
El viaje de Chihiro,"
18 de octubre de 2002
",PT02H05M00S,"Animación,Aventura","Chihiro es una niña de diez años que está mudándose con sus padres a un nuevo hogar. Por el camino, la familia se topa con un enorme edificio rojo en cuyo centro se abre un largo túnel. Al otro lado del pasadizo se dibuja una ciudad fantasma. En el restaurante abandonado de esta ciudad, los padres de Chihiro encuentran una gran variedad de platos deliciosos y deciden quedarse a comer, pero, al probar bocado, se transforman en cerdos. Presa del pánico, Chihiro huye y empieza a desmaterializarse poco a poco. El enigmático Haku le explicará el funcionamiento del universo en el que ha caído. Para salvar a sus padres, la niña tendrá que enfrentarse a la terrible Yubaba, que tiene el aspecto de una arpía diabólica.",/movie_images/El viaje de Chihiro.jpg,https://www.sensacine.com/peliculas/pelicula-37485/trailer-19567544/,,Hayao Miyazaki,Hayao Miyazaki
12 hombres sin piedad,"
3 de febrero de 1958
",PT01H35M00S,Drama,"Los doce integrantes de un jurado deben decidir sobre la inocencia o culpabilidad de un joven acusado de matar a su padre. En caso de que le consideren autor del asesinato, la sentencia conllevará la pena de muerte. El veredicto debe ser unánime. Con esta premisa inicial comienzan las deliberaciones del jurado, que parecen encaminadas hacia un fallo de culpabilidad. Sin embargo, uno de los miembros del jurado cree que el acusado es inocente, provocando que no se llegue a un acuerdo. El grupo decide volver a revisar el caso. Debaten las declaraciones y las pruebas presentadas y sacan nuevas conclusiones. En sus argumentaciones, estos doce hombres revelan sus personalidades, peripecias vitales y los prejuicios que les llevan a sostener sus distintos puntos de vista. La responsabilidad que tienen entre manos, la vida de una persona, se deja notar en el peso de la decisión final.",/movie_images/12 hombres sin piedad.jpg,https://www.sensacine.com/peliculas/pelicula-4063/trailer-19507402/,"Henry Fonda,Martin Balsam,John Fiedler,Lee J. Cobb",Sidney Lumet,"Reginald Rose,Reginald Rose"
El resplandor,"
19 de diciembre de 1980
",PT02H23M00S,"Terror,Suspense","Basada en la novela del maestro del terror Stephen King, El Resplandor tiene como protagonista a Jack Torrance (Jack Nicholson), un hombre casado y con un hijo, Danny (Danny Lloyd). Un día, Jack acepta un puesto como vigilante en un aislado hotel. El trabajo consiste en pasar todo el invierno allí con su familia, cuidando del recinto. La familia se muda allí, pero lo que no sospechan es que sus vidas van a cambiar en cuanto crucen la puerta del hotel.

Poco a poco, el pequeño Danny empieza a percibir algo extraño, fuerzas oscuras que habitan en el hotel y que comienzan a ejercer su poder y su influencia sobre sus habitantes. Y es que el lugar está marcado por un pasado de violencia y destrucción. Jack comienza a perder el juicio de forma progresiva, y acabará convirtiéndose en un psicópata violento dispuesto a asesinar a su familia. Tan solo Danny, poseedor de un don conocido como &quot;el Resplandor&quot; podrá impedirlo.",/movie_images/El resplandor.jpg,https://www.sensacine.com/peliculas/pelicula-863/trailer-19361698/,"Jack Nicholson,Shelley Duvall,Danny Lloyd,Scatman Crothers",Stanley Kubrick,"Stanley Kubrick,Diane Johnson,Stephen King,Stanley Kubrick,Diane Johnson"
Bohemian Rhapsody,"
31 de octubre de 2018
",PT02H15M00S,"Biografía,Drama","Son los años 70. El cantante Freddie Mercury, el guitarrista Brian May, el baterista Roger Taylor y el bajista John Deacon forman la banda británica de rock Queen. Sería en 1975 cuando su sencillo Bohemian Rhapsody les colocaría en un primer plano de la escena musical internacional. El filme es una crónica del meteórico ascenso al Olimpo de la música de esta banda, a través de sus icónicas canciones y su revolucionario sonido, desde que Mercury se uniera a Brian May y Roger Taylor, hasta el macroconcierto Live Aid de 1985 en el estadio de Wembley, seis años antes de que Mercury&amp;nbsp;muriera de forma prematura. Una celebración rotunda y sonora de Queen y de su extraordinario e inclasificable cantante.&amp;nbsp;Este biopic del célebre Freddie Mercury, cantante, compositor y fundador de la banda de rock Queen, está dirigido por Dexter Fletcher (Eddie el Águila, Amanece en Edimburgo). El actor Rami Malek (Mr. Robot, Noche en el museo: El secreto del faraón) interpreta al líder y vocalista de la banda, mientras que Ben Hardy (X-Men: Apocalipsis) da vida a Roger Taylor, baterista del grupo Queen, Joseph Mazzello (La red social) al bajista John Deacon y Gwilym Lee (Jamestown) a Brian May, guitarrista principal. Completan el reparto Aidan Gillen (Rey Arturo: La leyenda de Excalibur) como John Reid, el representante de Queen entre 1975 y 1978, y Tom Hollander (Misión: Imposible - Nación secreta) como Jim Beach, el sustituto de Reid como manager del grupo. El filme también cuenta con los actores Mike Myers (Malditos bastardos), Aaron McCusker (The Astronaut Wives Club) y Lucy Boynton (Asesinato en el Orient Express).",/movie_images/Bohemian Rhapsody.jpg,https://www.sensacine.com/peliculas/pelicula-185719/trailer-19559127/,"Rami Malek,Gwilym Lee,Lucy Boynton,Ben Hardy",Bryan Singer,"Anthony McCarten,Anthony McCarten,Peter Morgan"
"Alien, el octavo pasajero","
26 de septiembre de 1979
",PT01H56M00S,"Ciencia ficción,Terror","La nave comercial Nostromo y su tripulación, siete hombres y mujeres, se disponen a volver a la Tierra transportando un cargamento de mineral importante. Pero cuando se detienen forzosamente en un planeta desierto, el oficial Kane es repentinamente atacado por una forma de vida desconocida, un arácnido que se adhiere a su cara. Después de que al doctor se le retire el espécimen con ayuda de todos, la tripulación se queda más tranquila y cenan juntos. Justo entonces, Kane empieza a sufrir arcadas y convulsiones y ve cómo su abdomen es perforado por un cuerpo extraño vivo, que se escapa por el pasillo de la nave. Se encuentran en medio del espacio exterior y en compañía de un alienígena. El misterioso huésped resulta ser una despiadada máquina de matar que siembra el pánico y acaba con la tripulación lentamente. La Doctora Ripley, uno de los tripulantes, acabará erigiéndose inesperadamente como la única rival a la altura del monstruo, con quien luchará hasta las últimas consecuencias.","/movie_images/Alien, el octavo pasajero.jpg",https://www.sensacine.com/peliculas/pelicula-62/trailer-19368403/,"Sigourney Weaver,Tom Skerritt,Veronica Cartwright,Harry Dean Stanton",Ridley Scott,"Dan O&#039;Bannon,Walter Hill,Ronald Shusett"
"Monstruos, S.A.","
8 de febrero de 2002
",PT01H32M00S,"Animación,Comedia,Familia","Monstruópolis es una pequeña ciudad poblada por monstruos, donde la principal fuente de energía proviene de los gritos de los niños. Monstruos S.A. es la mayor fábrica de tratamiento de gritos de la ciudad. A través del impresionante número de puertas de armarios con que cuenta la fábrica, un equipo de monstruos de élite entra en el mundo de los humanos para asustar a los niños durante la noche y recolectar sus alaridos. El Asustador de élite más reputado de Monstruos S.A. es James P. Sullivan, alias “Sully”, un monstruo cornudo de 2,40 metros de altura y pelaje azul verdoso con motas moradas. Una noche, mientras se encuentra en la Estación de Sustos, se percata de que una de las puertas no se ha cerrado correctamente. Para verificar que todo está en orden, Sully la abre, dejando entrar sin querer a Boo, una niña humana, en el mundo de los monstruos.","/movie_images/Monstruos, S.A..jpg",https://www.sensacine.com/peliculas/pelicula-26862/trailer-19396768/,,"Pete Docter,David Silverman,Lee Unkrich","Pete Docter,Rhett Reese,Andrew Stanton,Jonathan Roberts,Jill Culton,Daniel Gerson,Ralph Eggleston,Robert L. Baird,Dan Gerson,Jeff Pidgeon"
